longitude,latitude
-118.35,34.02
-118.35,34.03
-118.36,34.03
-118.36,34.03
-118.36,34.03
-118.36,34.03
-118.36,34.03
-118.37,34.03
-118.34,34.03
-118.34,34.02
-118.34,34.02
-118.34,34.03
-118.34,34.03
-118.36,34.02
-118.37,34.03
-118.37,34.02
-118.28,34.05
-118.28,34.04
-118.29,34.04
-118.29,34.05
-118.29,34.04
-118.3,34.04
-118.3,34.05
-118.3,34.05
-118.31,34.05
-118.31,34.05
-118.31,34.05
-118.31,34.04
-118.31,34.04
-118.31,34.03
-118.32,34.03
-118.31,34.04
-118.3,34.04
-118.3,34.04
-118.31,34.04
-118.29,34.04
-118.3,34.03
-118.3,34.04
-118.29,34.04
-118.29,34.04
-118.29,34.03
-118.28,34.03
-118.29,34.03
-118.29,34.03
-118.29,34.03
-118.29,34.03
-118.29,34.03
-118.31,34.03
-118.31,34.03
-118.31,34.02
-118.31,34.02
-118.31,34.02
-118.31,34.02
-118.3,34.03
-118.3,34.03
-118.31,34.03
-118.3,34.03
-118.31,34.03
-118.31,34.02
-118.31,34.02
-118.3,34.02
-118.29,34.02
-118.3,34.02
-118.3,34.02
-118.28,34.02
-118.27,34.03
-118.27,34.03
-118.28,34.04
-118.28,34.04
-118.28,34.04
-118.28,34.04
-118.28,34.05
-118.28,34.03
-118.28,34.03
-118.28,34.04
-118.27,34.02
-118.28,34.02
-118.27,34.02
-118.28,34.03
-118.28,34.03
-118.25,34.02
-118.24,34.03
-118.26,34.03
-118.25,34.03
-118.25,34.02
-118.26,34.02
-118.26,34.02
-118.26,34.02
-118.26,34.02
-118.26,34.02
-118.26,34.02
-118.26,34.02
-118.26,34.02
-118.25,34.02
-118.25,34.02
-118.25,34.01
-118.25,34.02
-118.24,34.02
-118.24,34.01
-118.24,34.01
-118.25,34.01
-118.24,34.01
-118.25,34.01
-118.25,34.01
-118.25,34.01
-118.25,34.01
-118.25,34.01
-118.26,34.01
-118.26,34.01
-118.26,34.01
-118.27,34.01
-118.26,34.01
-118.27,34.02
-118.27,34.01
-118.27,34.01
-118.27,34.01
-118.27,34.01
-118.27,34
-118.27,34
-118.27,34
-118.26,34.01
-118.26,34
-118.25,34
-118.25,34
-118.25,34
-118.25,34
-118.25,34
-118.24,34
-118.24,34
-118.25,34
-118.24,34
-118.24,33.99
-118.24,33.99
-118.25,33.99
-118.25,33.99
-118.26,34
-118.26,34
-118.27,34
-118.27,34
-118.27,34
-118.26,33.99
-118.26,33.99
-118.27,33.99
-118.27,33.99
-118.27,33.99
-118.28,34.01
-118.28,34.02
-118.29,34.01
-118.3,34.01
-118.3,34.02
-118.29,34.02
-118.3,34.02
-118.3,34.01
-118.31,34.01
-118.31,34.02
-118.31,34.02
-118.31,34.01
-118.31,34.02
-118.31,34.01
-118.31,34.01
-118.31,34.01
-118.29,34.01
-118.29,34.01
-118.3,34
-118.3,34.01
-118.3,34.01
-118.28,34.01
-118.28,34
-118.29,34
-118.29,34.01
-118.29,34.01
-118.28,34.01
-118.28,34
-118.28,34.01
-118.28,34.01
-118.28,34
-118.28,34
-118.28,34
-118.28,34
-118.28,34
-118.29,34
-118.29,34
-118.29,34
-118.3,34
-118.3,34
-118.29,34
-118.3,34
-118.3,34
-118.31,34
-118.3,34
-118.31,34
-118.31,34
-118.31,34
-118.31,33.99
-118.31,33.99
-118.31,33.99
-118.31,33.99
-118.29,33.99
-118.3,33.99
-118.3,33.99
-118.28,33.99
-118.29,33.99
-118.28,33.99
-118.28,33.99
-118.28,33.99
-118.32,34.01
-118.32,34.02
-118.32,34.02
-118.32,34.01
-118.32,34.01
-118.33,34.02
-118.33,34.01
-118.33,34.02
-118.32,34.01
-118.33,34.01
-118.33,34.01
-118.33,34.01
-118.32,34
-118.32,34
-118.33,34
-118.33,34
-118.33,34
-118.32,33.99
-118.32,33.99
-118.33,33.99
-118.33,33.99
-118.34,33.99
-118.32,33.99
-118.32,33.99
-118.33,33.99
-118.34,33.99
-118.32,33.98
-118.32,33.98
-118.32,33.98
-118.32,33.98
-118.33,33.98
-118.33,33.98
-118.33,33.98
-118.34,33.99
-118.34,33.98
-118.35,33.99
-118.35,33.98
-118.34,33.99
-118.32,33.98
-118.32,33.97
-118.32,33.98
-118.33,33.98
-118.33,33.97
-118.33,33.97
-118.36,34.02
-118.36,34.01
-118.37,34.02
-118.38,34.02
-118.33,34.02
-118.34,34.01
-118.34,34.01
-118.34,34.01
-118.34,34.02
-118.35,34.02
-118.35,34.02
-118.35,34.02
-118.35,34.01
-118.35,34.01
-118.35,34
-118.28,33.99
-118.28,33.99
-118.29,33.99
-118.29,33.98
-118.29,33.99
-118.3,33.99
-118.3,33.99
-118.3,33.98
-118.3,33.99
-118.31,33.98
-118.31,33.99
-118.31,33.98
-118.31,33.98
-118.31,33.98
-118.31,33.98
-118.32,33.98
-118.29,33.98
-118.29,33.98
-118.3,33.98
-118.3,33.98
-118.3,33.98
-118.3,33.98
-118.29,33.98
-118.29,33.98
-118.28,33.98
-118.28,33.98
-118.28,33.98
-118.28,33.98
-118.29,33.98
-118.28,33.97
-118.28,33.97
-118.28,33.97
-118.29,33.97
-118.3,33.97
-118.3,33.97
-118.3,33.97
-118.3,33.97
-118.31,33.97
-118.31,33.97
-118.31,33.97
-118.31,33.97
-118.31,33.94
-118.3,33.95
-118.31,33.95
-118.31,33.95
-118.31,33.95
-118.31,33.94
-118.31,33.96
-118.31,33.96
-118.31,33.96
-118.31,33.96
-118.29,33.97
-118.29,33.96
-118.3,33.96
-118.3,33.96
-118.28,33.96
-118.28,33.96
-118.28,33.97
-118.29,33.96
-118.3,33.96
-118.31,33.96
-118.31,33.96
-118.31,33.96
-118.26,33.99
-118.27,33.98
-118.28,33.99
-118.27,33.99
-118.28,33.98
-118.27,33.98
-118.27,33.98
-118.27,33.98
-118.26,33.98
-118.26,33.97
-118.26,33.97
-118.26,33.97
-118.26,33.97
-118.27,33.97
-118.28,33.97
-118.27,33.97
-118.28,33.97
-118.27,33.96
-118.27,33.96
-118.28,33.96
-118.26,33.97
-118.26,33.96
-118.26,33.96
-118.26,33.97
-118.27,33.97
-118.27,33.96
-118.27,33.96
-118.27,33.95
-118.26,33.95
-118.26,33.95
-118.26,33.96
-118.26,33.96
-118.28,33.96
-118.28,33.95
-118.28,33.96
-118.28,33.96
-118.28,33.96
-118.29,33.95
-118.29,33.95
-118.29,33.96
-118.29,33.95
-118.29,33.95
-118.28,33.94
-118.29,33.94
-118.27,33.95
-118.27,33.95
-118.27,33.94
-118.28,33.94
-118.28,33.95
-118.27,33.95
-118.27,33.95
-118.27,33.95
-118.27,33.95
-118.25,33.95
-118.26,33.94
-118.26,33.95
-118.26,33.95
-118.26,33.94
-118.25,33.94
-118.26,33.94
-118.27,33.94
-118.26,33.94
-118.26,33.93
-118.27,33.93
-118.27,33.94
-118.27,33.94
-118.27,33.93
-118.26,33.93
-118.26,33.93
-118.25,33.93
-118.26,33.92
-118.27,33.92
-118.27,33.94
-118.27,33.94
-118.27,33.94
-118.28,33.93
-118.28,33.94
-118.28,33.94
-118.28,33.94
-118.28,33.93
-118.29,33.93
-118.29,33.94
-118.28,33.93
-118.29,33.92
-118.29,33.93
-118.27,33.93
-118.28,33.92
-118.28,33.93
-118.28,33.93
-118.28,33.93
-118.25,33.94
-118.25,33.94
-118.25,33.94
-118.23,33.95
-118.24,33.95
-118.24,33.95
-118.24,33.95
-118.24,33.95
-118.25,33.95
-118.24,33.95
-118.25,33.95
-118.25,33.93
-118.25,33.93
-118.25,33.93
-118.24,33.94
-118.24,33.94
-118.24,33.93
-118.24,33.93
-118.24,33.94
-118.24,33.94
-118.23,33.94
-118.23,33.94
-118.23,33.94
-118.24,33.94
-118.23,33.93
-118.23,33.93
-118.24,33.93
-118.39,34.12
-118.4,34.11
-118.42,34.12
-118.43,34.11
-118.43,34.09
-118.45,34.12
-118.44,34.09
-118.43,34.08
-118.45,34.08
-118.45,34.1
-118.46,34.08
-118.47,34.1
-118.49,34.11
-118.48,34.07
-118.48,34.07
-118.48,34.07
-118.49,34.06
-118.49,34.07
-118.51,34.11
-118.5,34.05
-118.53,34.09
-118.52,34.05
-118.52,34.04
-118.57,34.09
-118.54,34.05
-118.55,34.04
-118.56,34.03
-118.56,34.06
-118.54,34.06
-118.55,34.03
-118.52,34.04
-118.52,34.04
-118.53,34.04
-118.53,34.03
-118.5,34.05
-118.55,33.99
-118.51,34.04
-118.47,34.06
-118.47,34.06
-118.48,34.05
-118.49,34.05
-118.47,34.06
-118.46,34.06
-118.47,34.05
-118.46,34.05
-118.46,34.05
-118.47,34.05
-118.47,34.05
-118.48,34.05
-118.49,34.05
-118.42,34.08
-118.43,34.07
-118.43,34.07
-118.44,34.07
-118.44,34.07
-118.44,34.06
-118.44,34.07
-118.44,34.06
-118.45,34.07
-118.45,34.07
-118.45,34.06
-118.46,34.06
-118.46,34.07
-118.46,34.07
-118.46,34.07
-118.44,34.06
-118.44,34.05
-118.44,34.05
-118.44,34.05
-118.43,34.06
-118.43,34.06
-118.43,34.05
-118.44,34.06
-118.42,34.06
-118.43,34.06
-118.43,34.06
-118.43,34.06
-118.42,34.06
-118.42,34.06
-118.42,34.05
-118.43,34.05
-118.43,34.05
-118.44,34.05
-118.44,34.05
-118.43,34.04
-118.45,34.05
-118.45,34.04
-118.45,34.04
-118.46,34.05
-118.45,34.05
-118.46,34.04
-118.47,34.04
-118.45,34.04
-118.46,34.04
-118.46,34.04
-118.46,34.04
-118.46,34.04
-118.45,34.04
-118.45,34.03
-118.45,34.03
-118.44,34.04
-118.44,34.04
-118.44,34.04
-118.43,34.04
-118.42,34.04
-118.43,34.04
-118.41,34.05
-118.42,34.05
-118.42,34.05
-118.4,34.05
-118.4,34.04
-118.4,34.04
-118.4,34.03
-118.41,34.03
-118.41,34.04
-118.39,34.05
-118.39,34.05
-118.4,34.05
-118.39,34.05
-118.41,34.04
-118.41,34.04
-118.41,34.03
-118.42,34.04
-118.42,34.04
-118.39,34.04
-118.39,34.04
-118.4,34.04
-118.4,34.05
-118.39,34.05
-118.38,34.04
-118.38,34.04
-118.38,34.04
-118.38,34.04
-118.38,34.04
-118.39,34.04
-118.39,34.04
-118.39,34.04
-118.39,34.03
-118.39,34.03
-118.4,34.03
-118.4,34.03
-118.41,34.03
-118.4,34.02
-118.4,34.02
-118.41,34.03
-118.41,34.02
-118.41,34.02
-118.39,34.03
-118.4,34.03
-118.38,34.03
-118.39,34.03
-118.37,34.04
-118.37,34.04
-118.38,34.03
-118.37,34.04
-118.37,34.04
-118.42,34.03
-118.43,34.03
-118.43,34.03
-118.43,34.03
-118.42,34.03
-118.44,34.03
-118.43,34.03
-118.44,34.03
-118.44,34.03
-118.44,34.03
-118.45,34.03
-118.45,34.03
-118.44,34.03
-118.44,34.02
-118.44,34.01
-118.44,34.01
-118.45,34.01
-118.45,34.01
-118.45,34.01
-118.44,34.02
-118.43,34.01
-118.44,34.02
-118.43,34.02
-118.43,34.02
-118.43,34.02
-118.42,34.03
-118.41,34.03
-118.42,34.02
-118.42,34.02
-118.42,34.02
-118.42,34.02
-118.41,34.02
-118.42,34.02
-118.42,34.02
-118.41,34.02
-118.41,34.02
-118.41,34.02
-118.42,34.01
-118.42,34.01
-118.43,34.01
-118.43,34.01
-118.43,34.01
-118.44,34.01
-118.44,34
-118.44,34
-118.45,34
-118.44,34
-118.43,34
-118.44,34
-118.44,34
-118.42,34.01
-118.42,34.01
-118.42,34
-118.43,34
-118.46,34.01
-118.46,34
-118.46,34
-118.46,34
-118.46,34.01
-118.47,34
-118.47,34
-118.46,34
-118.47,33.99
-118.47,34
-118.47,33.99
-118.47,33.99
-118.47,33.99
-118.51,33.98
-118.48,33.99
-118.47,33.99
-118.47,33.99
-118.47,33.99
-118.47,33.99
-118.47,33.99
-118.5,33.97
-118.45,33.99
-118.46,33.99
-118.46,33.99
-118.46,34
-118.46,34
-118.45,34
-118.45,34
-118.45,34
-118.45,33.99
-118.45,33.99
-118.46,33.99
-118.46,33.99
-118.46,33.98
-118.46,33.99
-118.46,33.98
-118.5,33.97
-118.45,33.99
-118.45,33.99
-118.46,33.98
-118.46,33.97
-118.46,33.97
-118.46,33.97
-118.48,33.96
-118.4,34
-118.41,34
-118.41,34
-118.41,34
-118.42,34
-118.42,33.99
-118.43,33.99
-118.43,33.98
-118.43,33.99
-118.43,33.99
-118.42,33.99
-118.42,33.98
-118.43,33.99
-118.44,33.99
-118.41,33.99
-118.42,33.99
-118.42,33.99
-118.41,34
-118.41,33.99
-118.4,33.99
-118.41,33.98
-118.39,33.97
-118.38,33.97
-118.39,33.97
-118.39,33.97
-118.39,33.97
-118.39,33.96
-118.39,33.96
-118.36,33.98
-118.37,33.98
-118.37,33.97
-118.41,33.97
-118.41,33.97
-118.4,33.96
-118.41,33.96
-118.41,33.97
-118.41,33.97
-118.42,33.97
-118.42,33.96
-118.43,33.96
-118.43,33.96
-118.44,33.96
-118.43,33.96
-118.43,33.97
-118.42,33.96
-118.43,33.96
-118.4,33.97
-118.4,33.98
-118.4,33.98
-118.4,33.97
-118.4,33.97
-118.4,33.97
-118.4,33.96
-118.37,33.97
-118.38,33.97
-118.38,33.96
-118.38,33.95
-118.38,33.95
-118.37,33.95
-118.4,33.96
-118.41,33.96
-118.41,33.96
-118.41,33.94
-118.45,33.96
-118.45,33.96
-118.44,33.95
-118.28,33.92
-118.28,33.91
-118.29,33.9
-118.29,33.91
-118.29,33.91
-118.29,33.92
-118.28,33.88
-118.29,33.88
-118.29,33.88
-118.29,33.89
-118.29,33.87
-118.3,33.86
-118.3,33.86
-118.29,33.85
-118.31,33.84
-118.3,33.84
-118.3,33.84
-118.3,33.85
-118.3,33.83
-118.3,33.83
-118.31,33.83
-118.3,33.82
-118.3,33.82
-118.3,33.82
-118.3,33.81
-118.3,33.8
-118.31,33.8
-118.3,33.79
-118.3,33.79
-118.3,33.79
-118.3,33.78
-118.26,33.8
-118.25,33.8
-118.26,33.79
-118.25,33.79
-118.24,33.8
-118.23,33.8
-118.27,33.8
-118.27,33.79
-118.27,33.79
-118.28,33.8
-118.28,33.79
-118.28,33.79
-118.28,33.78
-118.29,33.79
-118.29,33.79
-118.3,33.79
-118.3,33.8
-118.27,33.79
-118.26,33.78
-118.27,33.79
-118.27,33.79
-118.25,33.79
-118.25,33.79
-118.25,33.79
-118.26,33.78
-118.26,33.79
-118.23,33.78
-118.26,33.78
-118.25,33.78
-118.24,33.78
-118.26,33.78
-118.26,33.77
-118.27,33.77
-118.27,33.78
-118.28,33.78
-118.27,33.77
-118.27,33.76
-118.3,33.77
-118.3,33.76
-118.28,33.77
-118.28,33.75
-118.28,33.75
-118.28,33.74
-118.28,33.75
-118.28,33.74
-118.3,33.75
-118.3,33.76
-118.3,33.75
-118.3,33.75
-118.3,33.74
-118.31,33.74
-118.31,33.74
-118.29,33.75
-118.3,33.75
-118.29,33.75
-118.29,33.74
-118.29,33.74
-118.29,33.74
-118.29,33.74
-118.29,33.73
-118.29,33.73
-118.29,33.73
-118.3,33.73
-118.3,33.74
-118.31,33.73
-118.31,33.73
-118.3,33.74
-118.3,33.73
-118.31,33.73
-118.28,33.74
-118.28,33.73
-118.28,33.73
-118.28,33.73
-118.29,33.73
-118.29,33.72
-118.3,33.72
-118.3,33.72
-118.3,33.73
-118.31,33.73
-118.31,33.72
-118.33,33.69
-118.31,33.73
-118.32,33.73
-118.33,33.72
-118.29,33.71
-118.31,33.67
-118.3,33.72
-118.29,33.71
-118.29,33.71
-118.29,33.71
-118.29,33.72
-118.29,33.72
-118.28,33.68
-118.23,34.24
-118.23,34.23
-118.24,34.24
-118.24,34.24
-118.23,34.22
-118.24,34.23
-118.24,34.23
-118.24,34.23
-118.25,34.23
-118.25,34.25
-118.25,34.23
-118.26,34.24
-118.26,34.24
-118.26,34.24
-118.26,34.24
-118.25,34.23
-118.25,34.22
-118.25,34.23
-118.26,34.23
-118.26,34.23
-118.26,34.23
-118.22,34.21
-118.23,34.21
-118.23,34.21
-118.23,34.21
-118.23,34.21
-118.24,34.22
-118.24,34.22
-118.25,34.22
-118.23,34.21
-118.23,34.2
-118.23,34.2
-118.24,34.2
-118.24,34.21
-118.24,34.22
-118.27,34.22
-118.23,34.18
-118.23,34.18
-118.23,34.18
-118.26,34.18
-118.22,34.19
-118.22,34.19
-118.22,34.19
-118.21,34.18
-118.23,34.17
-118.21,34.17
-118.21,34.16
-118.19,34.16
-118.2,34.16
-118.23,34.16
-118.23,34.15
-118.23,34.15
-118.24,34.16
-118.24,34.16
-118.24,34.16
-118.25,34.16
-118.25,34.17
-118.25,34.16
-118.26,34.17
-118.26,34.16
-118.26,34.16
-118.26,34.16
-118.27,34.17
-118.27,34.16
-118.27,34.16
-118.28,34.17
-118.27,34.17
-118.27,34.17
-118.27,34.18
-118.28,34.18
-118.28,34.18
-118.29,34.18
-118.28,34.18
-118.28,34.17
-118.29,34.17
-118.29,34.17
-118.29,34.18
-118.29,34.16
-118.29,34.16
-118.29,34.17
-118.3,34.17
-118.3,34.17
-118.29,34.16
-118.3,34.16
-118.3,34.16
-118.27,34.16
-118.27,34.15
-118.27,34.15
-118.27,34.15
-118.27,34.16
-118.27,34.16
-118.28,34.16
-118.26,34.16
-118.26,34.15
-118.26,34.15
-118.26,34.15
-118.24,34.16
-118.24,34.15
-118.24,34.15
-118.25,34.15
-118.25,34.16
-118.24,34.15
-118.24,34.15
-118.25,34.15
-118.25,34.15
-118.25,34.15
-118.23,34.14
-118.24,34.14
-118.24,34.14
-118.23,34.15
-118.23,34.14
-118.24,34.14
-118.24,34.14
-118.24,34.13
-118.24,34.13
-118.24,34.15
-118.24,34.14
-118.25,34.14
-118.25,34.14
-118.25,34.15
-118.26,34.14
-118.26,34.14
-118.27,34.14
-118.26,34.14
-118.27,34.15
-118.26,34.13
-118.26,34.13
-118.26,34.13
-118.26,34.14
-118.25,34.14
-118.25,34.14
-118.25,34.13
-118.24,34.13
-118.25,34.13
-118.25,34.13
-118.25,34.12
-118.31,34.22
-118.33,34.21
-118.34,34.21
-118.29,34.18
-118.3,34.19
-118.3,34.19
-118.3,34.19
-118.31,34.19
-118.3,34.19
-118.31,34.2
-118.32,34.2
-118.32,34.2
-118.32,34.2
-118.33,34.2
-118.33,34.2
-118.34,34.2
-118.34,34.19
-118.36,34.2
-118.32,34.2
-118.32,34.19
-118.32,34.19
-118.31,34.19
-118.32,34.19
-118.33,34.2
-118.3,34.18
-118.3,34.17
-118.3,34.18
-118.31,34.18
-118.31,34.19
-118.32,34.18
-118.32,34.18
-118.32,34.17
-118.32,34.17
-118.33,34.17
-118.33,34.19
-118.33,34.18
-118.33,34.19
-118.34,34.19
-118.33,34.18
-118.33,34.18
-118.33,34.18
-118.34,34.19
-118.34,34.19
-118.34,34.18
-118.34,34.18
-118.35,34.19
-118.36,34.19
-118.35,34.18
-118.35,34.18
-118.35,34.17
-118.35,34.17
-118.35,34.17
-118.36,34.17
-118.34,34.18
-118.34,34.18
-118.34,34.17
-118.35,34.16
-118.35,34.16
-118.35,34.16
-118.33,34.17
-118.33,34.16
-118.34,34.17
-118.34,34.17
-118.34,34.16
-118.34,34.16
-118.33,34.16
-118.33,34.15
-118.33,34.15
-118.34,34.15
-118.34,34.15
-118.34,34.16
-118.32,34.17
-118.31,34.16
-118.32,34.16
-118.32,34.17
-118.33,34.16
-118.32,34.16
-118.3,34.17
-118.31,34.16
-118.31,34.17
-118.31,34.17
-118.43,34.3
-118.43,34.3
-118.43,34.29
-118.42,34.29
-118.43,34.3
-118.44,34.29
-118.43,34.29
-118.43,34.29
-118.43,34.29
-118.43,34.28
-118.44,34.29
-118.44,34.29
-118.45,34.29
-118.44,34.28
-118.44,34.28
-118.44,34.28
-118.44,34.28
-118.44,34.28
-118.45,34.28
-117.71,34.15
-117.73,34.12
-117.78,34.13
-117.76,34.13
-117.8,34.15
-117.8,34.11
-117.8,34.1
-117.8,34.1
-117.79,34.12
-117.79,34.11
-117.83,34.14
-117.83,34.15
-117.82,34.13
-117.84,34.13
-117.87,34.15
-117.93,34.15
-117.9,34.15
-117.9,34.14
-117.9,34.14
-117.91,34.14
-117.89,34.14
-117.88,34.14
-117.88,34.14
-117.88,34.13
-117.85,34.14
-117.85,34.14
-117.86,34.14
-117.87,34.15
-117.86,34.14
-117.87,34.14
-117.85,34.13
-117.85,34.12
-117.86,34.13
-117.86,34.13
-117.86,34.13
-117.87,34.13
-117.87,34.13
-117.82,34.12
-117.84,34.12
-117.83,34.11
-117.84,34.11
-117.84,34.12
-117.85,34.11
-117.81,34.08
-117.81,34.12
-117.81,34.11
-117.81,34.1
-117.83,34.1
-117.76,34.1
-117.78,34.09
-117.79,34.1
-117.76,34.12
-117.77,34.12
-117.76,34.11
-117.77,34.1
-117.77,34.11
-117.78,34.11
-117.74,34.11
-117.75,34.12
-117.74,34.1
-117.74,34.1
-117.75,34.1
-117.71,34.12
-117.73,34.12
-117.71,34.1
-117.71,34.1
-117.72,34.1
-117.72,34.1
-117.72,34.1
-117.73,34.1
-117.71,34.09
-117.71,34.08
-117.72,34.09
-117.72,34.09
-117.73,34.09
-117.73,34.09
-117.73,34.08
-117.74,34.09
-117.75,34.08
-117.75,34.08
-117.75,34.09
-117.76,34.08
-117.77,34.08
-117.77,34.07
-117.77,34.07
-117.75,34.07
-117.76,34.07
-117.76,34.07
-117.76,34.06
-117.76,34.06
-117.77,34.06
-117.78,34.07
-117.78,34.06
-117.79,34.07
-117.79,34.07
-117.78,34.06
-117.78,34.05
-117.8,34.05
-117.8,34.06
-117.82,34.05
-117.76,34.06
-117.76,34.05
-117.75,34.05
-117.76,34.05
-117.74,34.08
-117.74,34.07
-117.74,34.06
-117.74,34.07
-117.75,34.07
-117.75,34.07
-117.72,34.08
-117.72,34.07
-117.73,34.08
-117.73,34.07
-117.72,34.06
-117.73,34.06
-117.73,34.06
-117.73,34.07
-117.73,34.07
-117.73,34.05
-117.73,34.05
-117.74,34.05
-117.74,34.05
-117.74,34.05
-117.75,34.05
-117.73,34.04
-117.73,34.03
-117.74,34.02
-117.74,34.04
-117.74,34.03
-117.75,34.04
-117.76,34.04
-117.76,34.04
-117.85,34
-117.86,33.99
-117.8,34.03
-117.78,34.03
-117.83,34.01
-117.8,34.02
-117.81,34.01
-117.79,34.02
-117.84,34
-117.83,33.99
-117.84,33.98
-117.83,33.97
-117.87,34.04
-117.86,34.02
-117.86,34.01
-117.87,34.02
-117.84,34.04
-117.85,34.06
-117.85,34.08
-117.85,34.07
-117.86,34.08
-117.87,34.08
-117.87,34.07
-117.85,34.1
-117.86,34.09
-117.85,34.09
-117.86,34.09
-117.87,34.1
-117.87,34.09
-117.88,34.1
-117.89,34.09
-117.87,34.09
-117.87,34.08
-117.88,34.09
-117.86,34.1
-117.86,34.1
-117.87,34.1
-117.84,34.1
-117.85,34.11
-117.87,34.12
-117.88,34.12
-117.88,34.12
-117.87,34.12
-117.87,34.11
-117.87,34.11
-117.88,34.11
-117.89,34.12
-117.88,34.12
-117.89,34.11
-117.88,34.11
-117.89,34.12
-117.89,34.12
-117.89,34.11
-117.9,34.11
-117.88,34.13
-117.88,34.12
-117.89,34.13
-117.9,34.13
-117.9,34.13
-117.9,34.13
-117.9,34.13
-117.9,34.12
-117.9,34.12
-117.9,34.12
-117.91,34.13
-117.92,34.13
-117.91,34.12
-117.91,34.12
-117.92,34.12
-117.93,34.12
-117.9,34.11
-117.91,34.11
-117.92,34.11
-117.94,34.1
-117.97,34.11
-117.99,34.08
-117.99,34.07
-117.98,34.07
-117.98,34.07
-117.99,34.06
-118,34.07
-117.99,34.07
-117.99,34.08
-117.97,34.08
-117.97,34.08
-117.96,34.07
-117.97,34.07
-117.97,34.07
-117.98,34.08
-117.98,34.1
-117.98,34.09
-117.97,34.09
-117.95,34.11
-117.96,34.1
-117.97,34.1
-117.97,34.1
-117.96,34.09
-117.96,34.09
-117.96,34.1
-117.97,34.09
-117.95,34.09
-117.95,34.08
-117.95,34.09
-117.96,34.08
-117.96,34.08
-117.96,34.08
-117.94,34.09
-117.94,34.08
-117.94,34.08
-117.94,34.08
-117.95,34.08
-117.95,34.07
-117.93,34.09
-117.93,34.09
-117.93,34.09
-117.93,34.09
-117.92,34.08
-117.92,34.08
-117.93,34.07
-117.93,34.08
-117.93,34.08
-117.93,34.08
-117.93,34.08
-117.91,34.08
-117.91,34.08
-117.92,34.08
-117.92,34.08
-117.92,34.08
-117.91,34.1
-117.91,34.09
-117.92,34.09
-117.92,34.1
-117.9,34.1
-117.91,34.1
-117.92,34.1
-117.89,34.1
-117.89,34.1
-117.89,34.1
-117.9,34.1
-117.9,34.09
-117.9,34.08
-117.89,34.09
-117.89,34.09
-117.89,34.09
-117.9,34.09
-117.88,34.08
-117.89,34.08
-117.89,34.08
-117.89,34.07
-117.9,34.08
-117.87,34.06
-117.88,34.06
-117.9,34.06
-117.9,34.06
-117.9,34.06
-117.89,34.07
-117.9,34.07
-117.89,34.07
-117.9,34.06
-117.9,34.07
-117.91,34.07
-117.91,34.07
-117.92,34.06
-117.92,34.07
-117.92,34.07
-117.91,34.06
-117.91,34.05
-117.92,34.06
-117.93,34.06
-117.93,34.06
-117.93,34.05
-117.93,34.05
-117.92,34.07
-117.93,34.06
-117.95,34.05
-117.94,34.06
-117.94,34.06
-117.93,34.07
-117.94,34.07
-117.95,34.07
-117.95,34.06
-117.96,34.07
-117.96,34.06
-117.96,34.06
-117.97,34.05
-117.97,34.06
-117.98,34.06
-117.97,34.06
-117.98,34.06
-117.98,34.05
-117.99,34.05
-117.97,34.05
-117.97,34.05
-117.97,34.05
-117.97,34.05
-117.98,34.05
-117.98,34.04
-117.97,34.04
-117.97,34.04
-117.96,34.03
-117.96,34.03
-117.95,34.03
-117.95,34.03
-117.96,34.05
-117.96,34.05
-117.95,34.05
-117.95,34.04
-117.96,34.04
-117.96,34.04
-117.96,34.04
-117.96,34.05
-117.94,34.05
-117.94,34.04
-117.94,34.04
-117.94,34.05
-117.95,34.05
-117.94,34.04
-117.95,34.04
-117.94,34.03
-117.94,34.03
-117.95,34.03
-117.93,34.01
-117.93,34.01
-117.94,34.02
-117.95,34.02
-117.95,34.02
-117.92,34.03
-117.92,34.03
-117.92,34.03
-117.93,34.03
-117.93,34.03
-117.93,34.04
-117.93,34.04
-117.9,34.04
-117.9,34.05
-117.91,34.04
-117.92,34.05
-117.88,34.01
-117.88,34
-117.89,34.01
-117.9,34.01
-117.9,34.01
-117.91,34.02
-117.9,34.02
-117.91,34.02
-117.92,34.01
-117.98,34.04
-117.96,34.02
-117.98,34.03
-117.9,33.99
-117.92,34
-117.88,34
-117.89,33.99
-117.87,33.99
-118.01,34.05
-117.99,34.04
-118.02,34.04
-118,34.03
-117.98,34.02
-117.98,34.02
-117.98,34.01
-117.99,34
-118.02,34.02
-117.97,34.01
-117.97,34.01
-117.97,34
-117.97,33.99
-117.98,34
-117.98,33.99
-117.98,33.98
-117.99,33.98
-117.95,34
-117.96,34
-117.96,34
-117.92,33.98
-117.95,33.98
-117.94,33.99
-117.95,33.99
-117.95,33.99
-117.95,33.99
-117.96,33.99
-117.96,33.99
-117.97,33.99
-117.96,33.98
-117.88,33.96
-117.89,33.98
-117.9,33.98
-117.9,33.97
-117.75,34.06
-117.75,34.06
-117.74,34.06
-117.75,34.05
-117.75,34.05
-117.75,34.06
-117.75,34.06
-117.94,34.15
-117.95,34.16
-117.94,34.14
-117.95,34.14
-117.95,34.14
-117.96,34.14
-117.96,34.14
-117.96,34.14
-117.97,34.14
-117.97,34.14
-117.97,34.13
-117.98,34.14
-117.97,34.13
-117.98,34.13
-117.98,34.13
-117.97,34.15
-117.97,34.17
-118,34.16
-118.01,34.16
-117.99,34.18
-117.99,34.16
-118,34.16
